t,x,y,th,v_enc,om_enc,u_v,u_om,u_r,u_l,v_r,v_l,x_d,y_d,th_d,x_e,y_e,th_e,Kx,Ky,Kth,v_d,om_d
0.00497071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.01,0.01
0.047637,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.0975549,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.147506,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.197626,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.247569,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.297552,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.347564,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.397546,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.447562,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.497544,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.547558,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.597546,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.647556,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.697544,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.747561,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.797547,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.847548,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.897548,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.947574,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.997547,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.04755,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.09754,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.14755,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.19754,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.24755,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.29754,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.34754,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.39754,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.44755,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.49754,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.54755,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.59754,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.64755,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.69754,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.74755,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.79754,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
