t,x,y,th,v_enc,om_enc,u_v,u_om,u_r,u_l,v_r,v_l,x_d,y_d,th_d,x_e,y_e,th_e,Kx,Ky,Kth,v_d,om_d
0.0209753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.01,0.01
0.0479169,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.0978498,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.147878,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.197825,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.24779,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.297822,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.34784,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.397776,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.448026,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.497977,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.547794,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.597795,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.647763,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.697777,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.747987,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.797913,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.8478,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.897797,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.947773,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
0.997767,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.04797,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.09789,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.1478,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.19781,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.24786,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.29776,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.34777,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.39798,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.44791,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.4978,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.54779,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.59777,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.64777,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.69797,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.74788,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.7978,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.84778,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.89777,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.94777,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
1.99783,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
2.04792,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
2.0978,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
2.14778,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
2.19779,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
2.24777,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
2.29777,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
2.34788,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
2.39781,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
2.44779,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
2.49778,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
2.54777,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
2.59777,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
2.64796,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
2.69792,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
2.74779,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
2.79778,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
2.84777,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
2.89777,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
2.94783,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
2.99789,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
3.04783,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
3.0978,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
3.1478,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
3.19779,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
3.24781,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
3.29793,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
3.34781,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
3.39781,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
3.4478,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
3.49779,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
3.54779,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
3.59808,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
3.64796,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
3.69781,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
3.7478,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
3.79808,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
3.84788,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
3.89782,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
3.94781,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
3.9978,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
4.04779,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
4.09779,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
4.14779,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
4.19799,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
4.24793,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
4.29782,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
4.3478,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
4.3978,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
4.4478,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
4.49779,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
4.54779,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0
