t,x,y,th,v_enc,om_enc,u_v,u_om,u_r,u_l,v_r,v_l,x_e,y_e,th_e,Kx,Ky,Kth,v_d,om_d
0.000605104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.01,0.01
