t,x,y,th,v_enc,om_enc,u_v,u_om,u_r,u_l,v_r,v_l,x_e,y_e,th_e,Kx,Ky,Kth,v_d,om_d
0.000391063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.01,0.01
0.0485901,0,0,1.5708,0,0,1,0.01,182372,181263,0,0,3,1.83697e-16,0
0.0987511,0,0,1.5708,0,0,1,0.01,182372,181263,0,0,3,1.83697e-16,0
0.148677,0,0,1.5708,0,0,1,0.01,182372,181263,0,0,3,1.83697e-16,0
0.198698,0,0,1.5708,0,0,1,0.01,182372,181263,0,0,3,1.83697e-16,0
0.248625,-0.000129864,0.00889959,1.59998,0.178024,0.583684,1,-0.050104,179039,184596,0.356047,0,2.98982,-0.087404,-0.0291821
0.298634,-0.000519354,0.0177918,1.62916,0.178024,0.583684,1,-0.110153,175709,187926,0.356047,0,2.9771,-0.174476,-0.0583648
0.348865,-0.00113119,0.0262444,1.65695,0.169122,0.5545,1,-0.167229,172544,191091,0.338245,0,2.96263,-0.257002,-0.0861508
0.398668,-0.00265966,0.0439423,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.94487,-0.257002,-0.0861508
0.448632,-0.0041152,0.0607957,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.92795,-0.257002,-0.0861508
0.498631,-0.00564667,0.0785283,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.91015,-0.257002,-0.0861508
0.548676,-0.00710249,0.095385,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.89323,-0.257002,-0.0861508
0.598698,-0.0086337,0.113115,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.87544,-0.257002,-0.0861508
0.648682,-0.0100891,0.129966,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.85852,-0.257002,-0.0861508
0.698661,-0.0116207,0.147701,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.84072,-0.257002,-0.0861508
0.748659,-0.0130761,0.164553,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.82381,-0.257002,-0.0861508
0.799106,-0.0145364,0.181461,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.80683,-0.257002,-0.0861508
0.848689,-0.0160629,0.199136,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.78909,-0.257002,-0.0861508
0.898676,-0.0175944,0.216868,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.7713,-0.257002,-0.0861508
0.948684,-0.01905,0.233723,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.75438,-0.257002,-0.0861508
1.00082,-0.0205517,0.251111,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.73693,-0.257002,-0.0861508
1.04866,-0.0220341,0.268276,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.7197,-0.257002,-0.0861508
1.09867,-0.0235657,0.28601,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.7019,-0.257002,-0.0861508
1.14866,-0.025021,0.302861,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.68498,-0.257002,-0.0861508
1.19868,-0.0264767,0.319715,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.66807,-0.257002,-0.0861508
1.24895,-0.0279347,0.336598,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.65112,-0.257002,-0.0861508
1.29871,-0.0294632,0.354296,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.63336,-0.257002,-0.0861508
1.34861,-0.0309947,0.372029,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.61556,-0.257002,-0.0861508
1.39863,-0.03245,0.388879,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.59864,-0.257002,-0.0861508
1.45008,-0.0339438,0.406176,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.58128,-0.257002,-0.0861508
1.49869,-0.0354354,0.423446,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.56395,-0.257002,-0.0861508
1.54865,-0.0369669,0.44118,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.54615,-0.257002,-0.0861508
1.59865,-0.0384223,0.458031,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.52924,-0.257002,-0.0861508
1.64865,-0.0398776,0.474882,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.51232,-0.257002,-0.0861508
1.69869,-0.0414093,0.492617,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.49452,-0.257002,-0.0861508
1.7487,-0.0428646,0.509468,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.47761,-0.257002,-0.0861508
1.79866,-0.0443963,0.527204,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.45981,-0.257002,-0.0861508
1.84864,-0.045928,0.544939,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.442,-0.257002,-0.0861508
1.89909,-0.0473919,0.561889,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.42499,-0.257002,-0.0861508
1.94865,-0.0489147,0.579521,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.40729,-0.257002,-0.0861508
1.99866,-0.0504462,0.597254,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.38949,-0.257002,-0.0861508
2.04865,-0.0519779,0.61499,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.37169,-0.257002,-0.0861508
2.1008,-0.0535098,0.632727,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.35389,-0.257002,-0.0861508
2.14868,-0.0549652,0.649578,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.33698,-0.257002,-0.0861508
2.19867,-0.0564204,0.666428,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.32006,-0.257002,-0.0861508
2.24864,-0.0579519,0.684161,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.30226,-0.257002,-0.0861508
2.29867,-0.0594072,0.701012,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.28535,-0.257002,-0.0861508
2.34868,-0.0608627,0.717864,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.26844,-0.257002,-0.0861508
2.39866,-0.0623939,0.735595,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.25064,-0.257002,-0.0861508
2.44867,-0.0638496,0.752449,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.23372,-0.257002,-0.0861508
2.49865,-0.0653809,0.77018,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.21592,-0.257002,-0.0861508
2.54899,-0.0668424,0.787102,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.19894,-0.257002,-0.0861508
2.59868,-0.068368,0.804768,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.18121,-0.257002,-0.0861508
2.64867,-0.0698998,0.822503,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.16341,-0.257002,-0.0861508
2.69865,-0.0714313,0.840237,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.14561,-0.257002,-0.0861508
2.75033,-0.0729309,0.857601,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.12818,-0.257002,-0.0861508
2.79869,-0.0744162,0.874799,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.11092,-0.257002,-0.0861508
2.84869,-0.075948,0.892535,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.09311,-0.257002,-0.0861508
2.89865,-0.0774795,0.910267,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.07532,-0.257002,-0.0861508
2.94868,-0.0789348,0.927118,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.0584,-0.257002,-0.0861508
2.99865,-0.0803902,0.94397,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.04149,-0.257002,-0.0861508
3.04865,-0.0818453,0.960819,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,2.02458,-0.257002,-0.0861508
3.09866,-0.0833769,0.978552,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,2.00678,-0.257002,-0.0861508
3.14868,-0.0848324,0.995405,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,1.98986,-0.257002,-0.0861508
3.19871,-0.0862877,1.01226,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,1.97295,-0.257002,-0.0861508
3.2487,-0.0878196,1.02999,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,1.95514,-0.257002,-0.0861508
3.29866,-0.089351,1.04773,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,1.93735,-0.257002,-0.0861508
3.34868,-0.0908065,1.06458,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,1.92043,-0.257002,-0.0861508
3.39874,-0.092263,1.08144,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,1.9035,-0.257002,-0.0861508
3.44867,-0.093793,1.09916,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,1.88572,-0.257002,-0.0861508
3.49867,-0.0953247,1.11689,1.65695,0.356047,0,1,-0.167229,172544,191091,0.356047,0.356047,1.86792,-0.257002,-0.0861508
3.5486,-0.0967802,1.13375,1.65695,0.338245,0,1,-0.167229,172544,191091,0.338245,0.338245,1.851,-0.257002,-0.0861508
